Cycle,NumberOfFlips,Temperature,SystemEnergy,MeanEnergy,HeatCapacity,MagneticSusceptibility,Magnetization_Abs
96701,88,2.40,-544.,-1.2401607,1.4280547,8.8219032,0.46213359
96801,118,2.40,-484.,-1.2401664,1.4272993,8.8165246,0.46218226
96901,116,2.40,-460.,-1.2401106,1.4283486,8.8212715,0.46209012
97001,104,2.40,-500.,-1.2400565,1.4275971,8.8153558,0.46199529
97101,97,2.40,-540.,-1.2401391,1.4273698,8.8147563,0.46215703
97201,96,2.40,-480.,-1.2400717,1.4271081,8.8107927,0.46211166
97301,123,2.40,-448.,-1.2399708,1.4268652,8.8178329,0.46182681
97401,100,2.40,-560.,-1.2400784,1.4282337,8.8226815,0.46194197
97501,84,2.40,-520.,-1.2401256,1.4276188,8.8210087,0.46213788
97601,114,2.40,-432.,-1.2402042,1.4278704,8.8206730,0.46234198
97701,105,2.40,-452.,-1.2401025,1.4277756,8.8189322,0.46220678
97801,118,2.40,-512.,-1.2399674,1.4282904,8.8245283,0.46193797
97901,113,2.40,-508.,-1.2399781,1.4281543,8.8192812,0.46197235
98001,88,2.40,-520.,-1.2399296,1.4286095,8.8206716,0.46192197
98101,84,2.40,-484.,-1.2398998,1.4279903,8.8250815,0.46183352
98201,132,2.40,-416.,-1.2397961,1.4278287,8.8314773,0.46157249
98301,149,2.40,-404.,-1.2397341,1.4274139,8.8474057,0.46118605
98401,94,2.40,-476.,-1.2396565,1.4270862,8.8419263,0.46109105
98501,89,2.40,-464.,-1.2396530,1.4263829,8.8349597,0.46114887
98601,94,2.40,-552.,-1.2397822,1.4271257,8.8374890,0.46138523
98701,133,2.40,-420.,-1.2398634,1.4268267,8.8355957,0.46155064
98801,69,2.40,-592.,-1.2398394,1.4264581,8.8300829,0.46156760
98901,130,2.40,-484.,-1.2398922,1.4258611,8.8247077,0.46166849
99001,88,2.40,-512.,-1.2400131,1.4267299,8.8259438,0.46187033
99101,138,2.40,-476.,-1.2401198,1.4275314,8.8280300,0.46208459
99201,124,2.40,-468.,-1.2401226,1.4274282,8.8306635,0.46204317
99301,91,2.40,-504.,-1.2401177,1.4269180,8.8257801,0.46212344
99401,107,2.40,-480.,-1.2401298,1.4265928,8.8213750,0.46214525
99501,91,2.40,-540.,-1.2400426,1.4267085,8.8246933,0.46193611
99601,118,2.40,-456.,-1.2399249,1.4269542,8.8399182,0.46156068
99701,128,2.40,-400.,-1.2398517,1.4267809,8.8379761,0.46141954
99801,81,2.40,-556.,-1.2399420,1.4268498,8.8370475,0.46154633
99901,111,2.40,-468.,-1.2400760,1.4292808,8.8443094,0.46168587
100000,109,2.40,-512.,-1.2399704,1.4301276,8.8442924,0.46156640
